ItemID,Category,Sub Category,Commodity,Item,Commodity Detail
203666,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203666",EHS - Waste Removal
203663,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203663",EHS - Waste Removal
205389,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-205389",EHS - Other
203668,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203668",EHS - Other
206376,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-206376",EHS - Other
203674,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203674",EHS - Remediation
203672,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203672",EHS - Remediation
203675,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203675",EHS - Remediation
203673,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203673",EHS - Remediation
204666,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-204666",EHS - Safety Services
203671,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203671",EHS - Safety Services
206209,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-206209",EHS - Safety Services
203942,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203942",EHS - Safety Training
203667,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203667",EHS - Recycling
203670,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-203670",EHS - Software
206445,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-206445",EHS - Consultg
205779,Indirect,Indirect Goods & Services,"EHS (Env, Health, Safety)","EHS (Env, Health, Safety)-205779",EHS - Waste Removal
206138,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206138,ES - Consulting
205987,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205987,ES - Consulting
203576,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203576,ES - Consulting
206452,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206452,ES - Consulting
203834,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203834,ES - Misc
203829,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203829,ES - Misc
203833,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203833,ES - Misc
206427,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206427,ES - Misc
203830,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203830,ES - Misc
203832,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203832,ES - Misc
203837,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203837,ES - Misc
205576,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205576,ES - Misc
203836,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203836,ES - Misc
203828,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203828,ES - Misc
204185,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-204185,ES - Misc
203835,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203835,ES - Misc
203831,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203831,ES - Misc
205479,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205479,ES - Misc
206265,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206265,ES - Misc
206358,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206358,ES - Misc
204922,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-204922,ES - Misc
204158,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-204158,ES - Misc
203552,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203552,ES - Software
206120,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206120,ES - Software
205410,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205410,ES - Software
203841,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203841,ES - Testing
203840,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203840,ES - Testing
206185,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206185,ES - Testing
205428,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205428,ES - Testing
205135,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205135,ES - Testing
203838,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203838,ES - Testing
203842,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203842,ES - Testing
205749,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205749,ES - Testing
205526,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205526,ES - Testing
205981,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-205981,ES - Testing
203839,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-203839,ES - Testing
206163,Indirect,Indirect Goods & Services,Engineering Services,Engineering Services-206163,ES - Testing
203595,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203595,Facilities - Construction
206268,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206268,Facilities - Construction
203597,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203597,Facilities - Construction
203596,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203596,Facilities - Construction
205602,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-205602,Facilities - Construction
203598,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203598,"Facilities - Doors, Windows"
203593,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203593,Facilities - Electrical
205027,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-205027,Facilities - Electrical
203594,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203594,Facilities - Electrical
203570,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203570,Facilities - Food
203571,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203571,Facilities - Food
206362,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206362,Facilities - Light Fixtures
203592,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203592,Facilities - General Contractr
203591,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203591,Facilities - General Contractr
206077,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206077,Facilities - General Contractr
203590,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203590,Facilities - Grounds Management
203660,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203660,Facilities - Janitorial
203658,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203658,Facilities - Janitorial
203657,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203657,Facilities - Janitorial
203661,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203661,Facilities - Janitorial
203656,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203656,Facilities - Janitorial
203659,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203659,Facilities - Janitorial
203677,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203677,Facilities - Mail and Postage
203676,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203676,Facilities - Mail and Postage
203678,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203678,Facilities - Mail and Postage
203578,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203578,Facilities - Maintenance
203580,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203580,Facilities - Maintenance
206198,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206198,Facilities - Maintenance
203581,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203581,Facilities - Other
203583,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203583,Facilities - Other
205273,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-205273,Facilities - Other
203582,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203582,Facilities - Other
203589,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203589,Facilities - Other
203587,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203587,Facilities - Other
203585,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203585,Facilities - Other
203584,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203584,Facilities - Other
203588,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203588,Facilities - Other
203586,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203586,Facilities - Other
204778,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-204778,Facilities - Pest Control
205035,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-205035,Facilities - Plumbing & HVAC
203961,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203961,Facilities - Security Services
203957,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203957,Facilities - Security Services
203963,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203963,Facilities - Security Services
203959,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203959,Facilities - Security Services
203958,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203958,Facilities - Security Services
203962,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203962,Facilities - Security Services
203960,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203960,Facilities - Security Services
206433,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206433,Facilities - Security Services
200048,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-200048,Facilities - Security Services
205943,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-205943,Facilities - Security Services
206740,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-206740,Facilities - Security Services
194980,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194980,Facilities - Security Services
194842,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194842,Facilities - Security Services
194869,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194869,Facilities - Security Services
194971,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194971,Facilities - Security Services
194897,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194897,Facilities - Security Services
194970,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-194970,Facilities - Security Services
195670,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-195670,Facilities - Security Services
203573,Indirect,Indirect Goods & Services,Facilities Management,Facilities Management-203573,Facilities - Uniforms
206423,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-206423,F&I - Audit
203936,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203936,F&I - Audit
205038,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-205038,F&I - Investments
203937,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203937,F&I - Consulting
203933,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203933,Financial Svcs - Collection Services
203934,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203934,Financial Svcs - Collection Services
206436,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-206436,F&I - Insurance
203939,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203939,F&I - Insurance
206197,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-206197,F&I - Insurance
203935,Indirect,Indirect Goods & Services,Financial & Insurance Services,Financial & Insurance Services-203935,F&I - Other
203700,Indirect,Indirect Goods & Services,Wellness,Wellness-203700,Wellness - Benefits
203699,Indirect,Indirect Goods & Services,Wellness,Wellness-203699,Wellness - Benefits
203696,Indirect,Indirect Goods & Services,Wellness,Wellness-203696,Wellness - Benefits
203698,Indirect,Indirect Goods & Services,Wellness,Wellness-203698,Wellness - Benefits
203697,Indirect,Indirect Goods & Services,Wellness,Wellness-203697,Wellness - Benefits
206420,Indirect,Indirect Goods & Services,Wellness,Wellness-206420,Wellness - Benefits
204848,Indirect,Indirect Goods & Services,Wellness,Wellness-204848,Wellness - Benefits
203695,Indirect,Indirect Goods & Services,Wellness,Wellness-203695,Wellness - Benefits
204531,Indirect,Indirect Goods & Services,Wellness,Wellness-204531,Wellness - Other
203705,Indirect,Indirect Goods & Services,Wellness,Wellness-203705,Wellness - Other
203941,Indirect,Indirect Goods & Services,Wellness,Wellness-203941,Wellness - Other
205780,Indirect,Indirect Goods & Services,Wellness,Wellness-205780,Wellness - Other
203694,Indirect,Indirect Goods & Services,HR,HR-203694,HR - Other
203693,Indirect,Indirect Goods & Services,HR,HR-203693,HR - Other
203706,Indirect,Indirect Goods & Services,HR,HR-203706,HR - Outplacement
203730,Indirect,Indirect Goods & Services,HR,HR-203730,HR - Recruiting
203731,Indirect,Indirect Goods & Services,HR,HR-203731,HR - Recruiting
205556,Indirect,Indirect Goods & Services,HR,HR-205556,HR - Recruiting
203729,Indirect,Indirect Goods & Services,HR,HR-203729,HR - Recruiting
206289,Indirect,Indirect Goods & Services,HR,HR-206289,HR - Recruiting
203732,Indirect,Indirect Goods & Services,HR,HR-203732,HR - Recruiting
205892,Indirect,Indirect Goods & Services,HR,HR-205892,HR - Recruiting
205705,Indirect,Indirect Goods & Services,HR,HR-205705,HR - Recruiting
206356,Indirect,Indirect Goods & Services,HR,HR-206356,HR - Recruiting
203701,Indirect,Indirect Goods & Services,HR,HR-203701,HR - Training
203702,Indirect,Indirect Goods & Services,HR,HR-203702,HR - Training
203703,Indirect,Indirect Goods & Services,HR,HR-203703,HR - Training
205592,Indirect,Indirect Goods & Services,HR,HR-205592,HR - Training
203704,Indirect,Indirect Goods & Services,HR,HR-203704,HR - Training
206493,Indirect,Indirect Goods & Services,HR,HR-206493,HR - Training
203334,Indirect,Indirect Goods & Services,Warehouse,Warehouse-203334,Warehouse - Fork Truck
203332,Indirect,Indirect Goods & Services,Warehouse,Warehouse-203332,Warehouse - Fork Truck
203333,Indirect,Indirect Goods & Services,Warehouse,Warehouse-203333,Warehouse - Fork Truck
203336,Indirect,Indirect Goods & Services,Warehouse,Warehouse-203336,Warehouse - Fork Truck
203331,Indirect,Indirect Goods & Services,Warehouse,Warehouse-203331,Wharehouse - Other
204957,Indirect,Indirect Goods & Services,Warehouse,Warehouse-204957,Wharehouse - Other
203303,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203303,M&R - Chemicals
203302,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203302,M&R - Chemicals
203357,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203357,M&R - Brushes
203569,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203569,M&R - Janitorial
203309,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203309,M&R - Oil
204092,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-204092,M&R - Cutting Tools
203646,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203646,M&R - Distributor & Integrator
203647,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203647,M&R - Distributor & Integrator
203648,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203648,M&R - Distributor & Integrator
203645,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203645,M&R - Distributor & Integrator
203521,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203521,M&R - Electrical Supplies
203305,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203305,M&R - Gases
205021,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-205021,M&R - Tools
206176,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-206176,M&R - Tools
203650,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203650,M&R - Equip Repair
203651,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203651,M&R - Equip Repair
205272,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-205272,M&R - Equip Repair
203649,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203649,M&R - Equip Repair
203306,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203306,M&R - Lubricants
203307,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203307,M&R - Lubricants
204151,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-204151,M&R - Lubricants
203308,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203308,M&R - Lubricants
204055,Indirect,Indirect Goods & Services,Misc,Misc-204055,Misc - Charity
204056,Indirect,Indirect Goods & Services,Misc,Misc-204056,Misc - Charity
203940,Indirect,Indirect Goods & Services,Misc,Misc-203940,Misc - Garnishment
203956,Indirect,Indirect Goods & Services,Misc,Misc-203956,Misc - Settlements
203966,Indirect,Indirect Goods & Services,Misc,Misc-203966,Misc - Tax Services
203967,Indirect,Indirect Goods & Services,Misc,Misc-203967,Misc - Tax Services
203964,Indirect,Indirect Goods & Services,Misc,Misc-203964,Misc - Tax Services
204054,Indirect,Indirect Goods & Services,Misc,Misc-204054,Misc - Unions Relations
203868,Indirect,Indirect Goods & Services,Misc,Misc-203868,Misc - Warranty
203867,Indirect,Indirect Goods & Services,Misc,Misc-203867,Misc - Warranty
206141,Indirect,Indirect Goods & Services,Misc,Misc-206141,Misc - Warranty
203553,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-203553,Office - Equipment
203556,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-203556,Office - Supplies
203555,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-203555,Office - Supplies
203557,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-203557,Office - Supplies
199462,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-199462,Office - Supplies
202066,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-202066,Office - Supplies
203558,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-203558,Office - Supplies
197840,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-197840,Office - Supplies
199437,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-199437,Office - Supplies
194898,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-194898,Office - Supplies
195744,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-195744,Office - Supplies
194963,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-194963,Office - Supplies
194981,Indirect,Indirect Goods & Services,Office Supplies & Equipment,Office Supplies & Equipment-194981,Office - Supplies
203574,Indirect,Indirect Goods & Services,Print,Print-203574,Print - Publications
203575,Indirect,Indirect Goods & Services,Print,Print-203575,Print - Publications
206102,Indirect,Indirect Goods & Services,Print,Print-206102,Print - Publications
205978,Indirect,Indirect Goods & Services,Print,Print-205978,Print - Publications
203921,Indirect,Indirect Goods & Services,Print,Print-203921,Print - Publications
203923,Indirect,Indirect Goods & Services,Print,Print-203923,Print - Publications
203922,Indirect,Indirect Goods & Services,Print,Print-203922,Print - Publications
203917,Indirect,Indirect Goods & Services,Print,Print-203917,Print - Publications
204109,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204109,PS - Consulting
204162,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204162,PS - Consulting
204389,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204389,PS - Consulting
204107,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204107,PS - Consulting
204110,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204110,PS - Consulting
203682,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203682,PS - Consulting
204281,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204281,PS - Consulting
204774,Indirect,Indirect Goods & Services,Professional Services,Professional Services-204774,PS - Consulting
206134,Indirect,Indirect Goods & Services,Professional Services,Professional Services-206134,PS - Consulting
203685,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203685,PS - Consulting
203684,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203684,PS - Consulting
203683,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203683,PS - Consulting
203686,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203686,PS - Consulting
206159,Indirect,Indirect Goods & Services,Professional Services,Professional Services-206159,PS - Consulting
203734,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203734,PS - Legal
203733,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203733,PS - Legal
206040,Indirect,Indirect Goods & Services,Professional Services,Professional Services-206040,PS - Legal
203688,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203688,PS - Other
203690,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203690,PS - Other
203691,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203691,PS - Other
203687,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203687,PS - Other
203692,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203692,PS - Other
203689,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203689,PS - Other
203681,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203681,PS - Other
203680,Indirect,Indirect Goods & Services,Professional Services,Professional Services-203680,PS - Other
204132,Indirect,Indirect Goods & Services,Real Estate,Real Estate-204132,Real Estate - Realtor Services
204115,Indirect,Indirect Goods & Services,Real Estate,Real Estate-204115,Real Estate - Realtor Services
203535,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203535,Telecomm - Landlines
204320,Indirect,Indirect Goods & Services,Telecomm,Telecomm-204320,Telecomm - Other
203527,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203527,Telecomm - Other
203526,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203526,Telecomm - Other
203528,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203528,Telecomm - Other
203529,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203529,Telecomm - Other
203909,Indirect,Indirect Goods & Services,Telecomm,Telecomm-203909,Telecomm - Wireless
203954,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203954,Travel - Hotels
204284,Indirect,Indirect Goods & Services,Travel Services,Travel Services-204284,Travel - Restaurants
203949,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203949,Travel - Restaurants
203947,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203947,Travel - Restaurants
203951,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203951,Travel - Restaurants
203946,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203946,Travel - Restaurants
203952,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203952,Travel - Restaurants
203950,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203950,Travel - Restaurants
203948,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203948,Travel - Restaurants
203953,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203953,Travel - Restaurants
203943,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203943,Travel - Restaurants
203945,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203945,Travel - Restaurants
203944,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203944,Travel - Restaurants
203679,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203679,Travel - Rail & Bus
203955,Indirect,Indirect Goods & Services,Travel Services,Travel Services-203955,Travel - Travel Agency
203381,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203381,M&R - Supplies
205225,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-205225,M&R - Supplies
198384,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-198384,M&R - Supplies
201029,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-201029,M&R - Supplies
203372,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203372,M&R - Supplies
203391,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203391,M&R - Supplies
204328,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-204328,M&R - Supplies
204406,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-204406,M&R - Supplies
203377,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203377,M&R - Supplies
204061,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-204061,M&R - Supplies
203388,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203388,M&R - Supplies
202116,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-202116,M&R - Supplies
200973,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-200973,M&R - Supplies
200892,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-200892,M&R - Supplies
203390,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203390,M&R - Supplies
198018,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-198018,M&R - Supplies
203384,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203384,M&R - Supplies
203369,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203369,M&R - Supplies
203378,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203378,M&R - Supplies
203382,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203382,M&R - Supplies
199400,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199400,M&R - Supplies
199360,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199360,M&R - Supplies
198020,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-198020,M&R - Supplies
200901,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-200901,M&R - Supplies
200898,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-200898,M&R - Supplies
199361,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199361,M&R - Supplies
206149,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-206149,M&R - Supplies
199404,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199404,M&R - Supplies
202110,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-202110,M&R - Supplies
199688,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199688,M&R - Supplies
198398,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-198398,M&R - Supplies
201957,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-201957,M&R - Supplies
203386,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203386,M&R - Supplies
203371,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203371,M&R - Supplies
198021,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-198021,M&R - Supplies
203387,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203387,M&R - Supplies
203379,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-203379,M&R - Supplies
199403,Indirect,Indirect Goods & Services,Maintenance & Repair,Maintenance & Repair-199403,M&R - Supplies
