VendorID,Vendor City,Vendor State,Vendor Postal Code,Vendor Country/Region,Total Spend,Tier,Vendor Name
396,Unknown,FL,33605,US,"$160,657 ",2,Silcare Incorporated
1955,Clayton,NC,27527,US,"$160,614 ",2,joytam Inc.
2789,Unknown,NJ,Unknown,US,"$160,556 ",2,Bamfix Inc.
39,Unknown,MO,63077,US,"$159,860 ",2,Transace LLC
2564,Unknown,IN,46202,US,"$159,616 ",2,Vilatom Inc.
1122,Unknown,VA,23452,US,"$159,493 ",2,Isplus LLC
103,Unknown,MN,55344,US,"$159,219 ",2,Zathtechi Inc.
196,Unknown,Unknown,Unknown,MX,"$157,999 ",2,Solotam Corporation
881,Ensenada,Unknown,Unknown,MX,"$157,348 ",2,Zoomelectrics Inc.
1394,Berea,KY,40403,US,"$157,274 ",2,icelane Incorporated
644,Unknown,CO,80906,US,"$156,880 ",2,Subhotzone Inc.
985,Unknown,Unknown,2140,MX,"$156,155 ",2,Damex LLC
893,Unknown,Unknown,2140,MX,"$156,137 ",2,Canhow Incorporated
2170,Unknown,IN,Unknown,US,"$154,475 ",2,Opengreen Corporation
266,Unknown,FL,33458,US,"$152,741 ",2,Ismedia Corporation
579,Unknown,CA,94066,US,"$152,554 ",2,Redjaycon Incorporated
201,Unknown,IL,Unknown,US,"$151,855 ",2,Caneelectronics Incorporated
842,Unknown,IL,62521,US,"$151,559 ",2,Vaiain Incorporated
981,Unknown,CA,92618,US,"$151,028 ",2,Islam Incorporated
1978,Unknown,NJ,Unknown,US,"$150,036 ",2,Newtonzim Incorporated
314,Sacramento,CA,95825,US,"$150,010 ",2,Trust-lane LLC
1941,Arlington,VA,22209,US,"$149,500 ",2,Ontodrill Inc.
945,Unknown,Unknown,21250,MX,"$148,348 ",2,Plexholding Incorporated
1262,Unknown,IN,47302,US,"$147,778 ",2,Superjob Incorporated
1388,Unknown,TN,37722,US,"$147,432 ",2,Freephase Inc.
1944,Madison,WI,53711,US,"$147,301 ",2,Ganjastreet Incorporated
122,Unknown,Unknown,Unknown,MX,"$145,023 ",2,Qvoware Corporation
1096,Unknown,Unknown,20001,IN,"$143,482 ",2,Latechno Inc.
1061,Unknown,NM,87106,US,"$143,406 ",2,O-zobam LLC
245,Atlanta,GA,30337,US,"$141,964 ",2,Dingstrip Incorporated
2464,Rochester,NY,14604,US,"$135,709 ",2,Trustcanex Incorporated
407,Unknown,Unknown,Unknown,MX,"$135,039 ",2,Keyphase Incorporated
547,Franklin Park,IL,Unknown,US,"$134,828 ",2,Overbase LLC
490,Unknown,IN,46217,US,"$134,562 ",2,Tamplex LLC
2989,Unknown,IL,60693,US,"$134,504 ",2,Indican Incorporated
330,Unknown,GA,30076,US,"$134,281 ",2,super-nix Incorporated
825,Midvale,UT,84047,US,"$134,087 ",2,care-tech Corporation
101,Unknown,CA,91765,US,"$133,427 ",2,Sunhex Corporation
1435,Unknown,IL,60061,US,"$132,729 ",2,X-strip Inc.
542,Unknown,KS,66219,US,"$131,856 ",2,Unain Inc.
899,Cleveland,OH,44114,US,"$131,764 ",2,lamhex Incorporated
306,Unknown,CA,90630,US,"$131,681 ",2,Scotdrill Inc.
2456,Denver,CO,80202,US,"$131,600 ",2,Translam Corporation
166,Ensenada,Unknown,Unknown,MX,"$130,831 ",2,Antechno Corporation
2057,Valley View,OH,44125,US,"$130,798 ",2,Quote-fan Incorporated
8,Unknown,TX,75201,US,"$130,385 ",2,Blackcode Inc.
1357,,Unknown,,US,"$130,336 ",2,Codefan Corporation
23,Unknown,Unknown,22509,MX,"$130,205 ",2,Iceunalab Inc.
1976,East Rutherford,NJ,7073,US,"$129,764 ",2,Linecare LLC
2904,Avon,IN,46123,US,"$128,856 ",2,dinglab LLC
145,Unknown,IN,Unknown,US,"$128,719 ",3,alphaphase Inc.
252,Ensenada,Unknown,Unknown,MX,"$128,470 ",3,Jaylex Corporation
221,Unknown,IL,60606,US,"$128,283 ",3,Zooronex Inc.
1080,Columbus,OH,43215,US,"$124,982 ",3,Bluehouse LLC
115,Unknown,Unknown,2140,MX,"$124,185 ",3,Trueholding Corporation
652,Unknown,NH,Unknown,US,"$121,631 ",3,Scotbase Incorporated
197,Ensenada,Unknown,56302,MX,"$120,860 ",3,Dentofax Inc.
281,Unknown,IL,Unknown,US,"$120,240 ",3,Ganzlux Inc.
865,Unknown,IN,46204,US,"$119,487 ",3,Codetex Inc.
1260,Unknown,CA,94085,US,"$118,900 ",3,E-zap Corporation
549,Unknown,IN,46033,US,"$118,227 ",3,Viladax Inc.
1105,Mexico,Unknown,Unknown,MX,"$118,126 ",3,Whitelax LLC
2032,Unknown,TX,77423,US,"$116,941 ",3,Hotkix Corporation
1421,Bloomington,IL,61705,US,"$115,070 ",3,Newdubfan Inc.
603,Ensenada,Unknown,Unknown,MX,"$114,659 ",3,Betais LLC
339,Denver,CO,80219,US,"$114,511 ",3,Zimzoom Corporation
1396,Unknown,OH,43017,US,"$114,465 ",3,Zapfax Corporation
979,Ensenada,Unknown,Unknown,MX,"$114,238 ",3,Linetex Incorporated
2942,Unknown,IL,Unknown,US,"$113,980 ",3,vivaex Corporation
1328,Matthews,NC,28104,US,"$113,727 ",3,Soloholdings Inc.
283,Washington,DC,20005,US,"$113,720 ",3,Bioplanet LLC
1271,Englewood,CO,Unknown,US,"$113,459 ",3,Zoomzap Incorporated
1342,New York city,NY,10013,US,"$113,310 ",3,Ganja-tax Corporation
1217,Unknown,CA,92806,US,"$113,061 ",3,Strong-flex Inc.
504,Unknown,CA,Unknown,MX,"$112,248 ",3,Soloplex LLC
394,Unknown,ID,Unknown,US,"$111,494 ",3,K-unakix Inc.
1657,Unknown,HI,96814,US,"$111,217 ",3,Quotelab Corporation
47,Unknown,KS,66215,US,"$111,139 ",3,tran-can Inc.
356,Unknown,Unknown,22015,MX,"$111,001 ",3,Sility Incorporated
972,Denver,CO,80238,US,"$110,826 ",3,Betacan Corporation
124,Ensenada,Unknown,Unknown,MX,"$109,906 ",3,vilatrax Inc.
1094,Unknown,MI,49007,US,"$109,700 ",3,e-quote Inc.
159,Scottdale,AZ,85260,US,"$109,644 ",3,Hotcon LLC
1416,Unknown,MA,Unknown,US,"$109,114 ",3,Latsanfase Corporation
923,Unknown,IL,Unknown,US,"$108,648 ",3,Stathigh LLC
1355,Unknown,Unknown,Unknown,CN,"$108,116 ",3,Betalab Corporation
1241,Unknown,Unknown,Unknown,MX,"$106,618 ",3,Dripfax Inc.
410,Unknown,CO,80907,US,"$106,527 ",3,O-base Corporation
387,Henderson,CO,80640,US,"$105,939 ",3,Hotzenex Inc.
907,Unknown,IL,60677,US,"$105,863 ",3,Basein Corporation
1141,Unknown,Unknown,2140,MX,"$105,861 ",3,Hotdox Inc.
512,Unknown,NJ,Unknown,US,"$105,785 ",3,Hotredit Corporation
163,Unknown,SC,29926,US,"$104,443 ",3,Zamsaobase Incorporated
1668,Austin,TX,78746,US,"$103,700 ",3,Stimlane LLC
892,Unknown,MA,Unknown,US,"$103,586 ",3,Jayholding Incorporated
2931,Los Angeles,CA,Unknown,US,"$103,245 ",3,Canetrans LLC
1185,Madison Heights,MI,48071,US,"$102,616 ",3,Opentaxon Corporation
1471,Unknown,IL,60640,US,"$102,077 ",3,Sanhattax Corporation
2345,Arlington,VA,22206,US,"$101,250 ",3,Apdubzim LLC
1447,Winfield,WV,25213,US,"$100,821 ",3,Tamquote Incorporated
308,Unknown,IL,Unknown,US,"$100,389 ",3,Tonredtam Incorporated
1179,New Baltimore,MD,21202,US,"$99,703 ",3,Lacity Incorporated
954,Unknown,MN,55330,US,"$99,566 ",3,siliconfase Corporation
1143,Unknown,MI,49037,US,"$99,101 ",3,Doubletouch Inc.
1802,Unknown,HI,96817,US,"$99,091 ",3,K-line Inc.
921,Unknown,CO,Unknown,US,"$98,634 ",3,Soloin Corporation
2909,Unknown,IL,Unknown,US,"$98,542 ",3,Zummaholding Inc.
355,Unknown,Unknown,Unknown,MX,"$98,417 ",3,singlela Inc.
1840,Ensenada,Unknown,Unknown,MX,"$98,331 ",3,Finla Corporation
1082,Unknown,MA,Unknown,US,"$97,819 ",3,hot-ity LLC
125,Unknown,CA,92806,US,"$97,712 ",3,Ganjadrill LLC
2070,Unknown,TX,79407,US,"$97,150 ",3,Greenron Incorporated
1505,Unknown,OH,43016,US,"$96,858 ",3,cancone Incorporated
2908,Unknown,Unknown,,US,"$96,670 ",3,Alphaplus LLC
2503,New Baltimore,MD,21152,US,"$96,259 ",3,Transtrip LLC
1348,Unknown,OH,44718,US,"$96,111 ",3,ventophase Incorporated
193,Unknown,IL,Unknown,US,"$95,833 ",3,Donron Inc.
1324,Harrisburg,PA,17110,US,"$95,373 ",3,Subtouch LLC
116,Oakton,VA,22124,US,"$94,968 ",3,Highhouse Inc.
337,Unknown,CA,92081,US,"$94,357 ",3,Duofind Incorporated
6,Unknown,FL,32839,US,"$94,038 ",3,Joylux Inc.
2163,Unknown,NC,28036,US,"$93,865 ",3,Flexflex Corporation
886,Unknown,MN,55359,US,"$93,654 ",3,Sanzokix Inc.
1205,Unknown,MI,Unknown,US,"$93,458 ",3,Konway Corporation
1694,Byron,IL,61010,US,"$93,346 ",3,Quo-dom Incorporated
1692,Lebanon,NH,Unknown,US,"$92,833 ",3,Quadgreen Inc.
443,Ensenada,Unknown,Unknown,MX,"$92,489 ",3,Goldottam Incorporated
2164,Atlanta,GA,30328,US,"$92,400 ",3,Y-zap Inc.
298,Unknown,MN,55439,US,"$92,327 ",3,Fixtechnology LLC
2918,Bloomingdale,IL,60108,US,"$92,013 ",3,zootrax Incorporated
884,Unknown,NC,28036,US,"$91,764 ",3,Redzambam Corporation
141,Unknown,CO,80907,US,"$91,600 ",3,Rantex LLC
426,Unknown,IN,46947,US,"$91,450 ",3,Hatelectrics Inc.
42,Unknown,Unknown,2110,MX,"$91,054 ",3,Baseice Incorporated
2531,Wakefield,RI,Unknown,US,"$90,925 ",3,Duoviahex Incorporated
1019,Allentown,PA,18104,US,"$90,875 ",3,Unitraxkix Corporation
619,Ensenada,Unknown,22830,MX,"$89,936 ",3,Alphahigh LLC
257,Unknown,Unknown,22226,MX,"$89,637 ",3,Tandotex Incorporated
2906,New York city,NY,10005,US,"$89,414 ",3,Rancode Inc.
513,Ensenada,Unknown,Unknown,MX,"$89,339 ",3,Betaplex Incorporated
879,Ensenada,Unknown,22830,MX,"$88,838 ",3,Opefix LLC
300,Unknown,Unknown,71758,TW,"$88,666 ",3,domtouch Corporation
1058,Unknown,Unknown,20230,TH,"$87,881 ",3,Canlex Inc.
261,Unknown,MI,49548,US,"$87,181 ",3,Ganzace Inc.
2900,Unknown,IN,Unknown,US,"$86,798 ",3,Tamptam Inc.
503,Ensenada,Unknown,22830,MX,"$86,339 ",3,Codefind Inc.
209,Unknown,Unknown,Unknown,MX,"$85,833 ",3,Zimquote Inc.
230,Unknown,Unknown,22509,MX,"$85,380 ",3,Blacklane Incorporated
597,Ensenada,Unknown,,MX,"$85,183 ",3,subcore Corporation
307,Reading,PA,Unknown,US,"$84,815 ",3,ganjaline Corporation
20,Ensenada,Unknown,,MX,"$84,436 ",3,Toughtone LLC
408,Unknown,CA,90262,US,"$84,053 ",3,Trippleity Inc.
1255,Ensenada,Unknown,Unknown,MX,"$84,019 ",3,Tindom Corporation
1257,Unknown,AZ,85226,US,"$83,900 ",3,scotstrip Corporation
436,Plano,TX,75074,US,"$83,002 ",3,Ice-cane Corporation
1104,Unknown,NY,14850,US,"$82,000 ",3,goldron Corporation
1374,Scottdale,AZ,Unknown,US,"$81,900 ",3,Goodzatfix Incorporated
947,Loveland,OH,45140,US,"$81,041 ",3,Lamtone Incorporated
1378,Unknown,IL,60089,US,"$80,747 ",3,Suncore Corporation
152,Unknown,CA,Unknown,US,"$80,484 ",3,Saltcode Inc.
1322,Atlanta,GA,30338,US,"$80,246 ",3,Sailjob LLC
392,Unknown,WA,98011,US,"$79,987 ",3,Latit LLC
66,Unknown,Unknown,54020,MX,"$79,883 ",3,faxcode LLC
1099,Unknown,IL,60606,US,"$79,450 ",3,Transcan Corporation
658,Unknown,Unknown,66420,MX,"$79,429 ",3,Tresholdings Inc.
564,Unknown,Unknown,22430,MX,"$79,276 ",3,Gravejoyis LLC
2480,Unknown,IL,60693,US,"$78,728 ",3,Basestrip LLC
2223,Ensenada,Unknown,Unknown,MX,"$77,755 ",3,nam-fase LLC
1304,Austin,TX,78759,US,"$76,862 ",3,Blackhex Corporation
296,Unknown,Unknown,,MX,"$76,600 ",3,Kontexon Inc.
105,Pittsford,NY,14534,US,"$76,488 ",3,Latcom Corporation
1903,Plainfield,IN,46168,US,"$75,903 ",3,Alphahex LLC
499,Ensenada,Unknown,Unknown,MX,"$75,422 ",3,fixfase Corporation
362,Unknown,MA,Unknown,US,"$75,378 ",3,Goldenlax Incorporated
1247,Mariposa,CA,95338,US,"$74,844 ",3,Voyaelectrics Incorporated
648,Ensenada,CA,Unknown,MX,"$74,799 ",3,Daltdexon LLC
1522,Unknown,NC,28277,US,"$74,331 ",3,Hextaxon Inc.
1071,Monument,CO,80132,US,"$74,325 ",3,Kontouch Incorporated
1449,Unknown,KY,Unknown,US,"$74,190 ",3,Antone Inc.
1603,Unknown,IN,46222,US,"$73,748 ",3,D-holdings Incorporated
1747,Unknown,NC,28217,US,"$73,069 ",3,D-lam Inc.
1458,Holland,MI,49423,US,"$72,633 ",3,Tintexon Corporation
1232,Unknown,MO,63141,US,"$72,606 ",3,Jayex LLC
1249,Unknown,IL,60673,US,"$72,000 ",3,Biokix Inc.
1163,Unknown,MN,55987,US,"$71,987 ",3,Rankzone Corporation
607,Unknown,WI,54022,US,"$71,890 ",3,Dingholdings LLC
176,Ensenada,Unknown,Unknown,MX,"$71,534 ",3,Namvolity Inc.
1218,Unknown,CA,92115,US,"$71,513 ",3,Ontofan Incorporated
444,Unknown,Unknown,,MX,"$71,427 ",3,Unaelectrics LLC
1223,Unknown,CO,80919,US,"$71,196 ",3,Dripqvotom LLC
941,Medfield,MA,Unknown,US,"$70,724 ",3,singleron Inc.
1297,Unknown,Unknown,22240,MX,"$70,620 ",3,Singlefix Incorporated
846,Unknown,CA,94089,US,"$70,544 ",3,Solozim Inc.
331,Ensenada,Unknown,Unknown,MX,"$69,936 ",3,Sunzone Inc.
532,Ensenada,Unknown,Unknown,MX,"$69,824 ",3,Roundtechnology Corporation
468,Unknown,Unknown,2110,MX,"$69,764 ",3,Tressoltom Corporation
2401,Unknown,IN,46032,US,"$69,500 ",3,Nambiocom Corporation
1501,Unknown,CA,95035,US,"$69,431 ",3,Unotalam Incorporated
1274,Denver,CO,80239,US,"$68,806 ",3,Unaway Corporation
1198,Salem,NH,Unknown,US,"$68,653 ",3,betamedia Corporation
555,Unknown,CO,80909,US,"$68,645 ",3,Dondrill Inc.
2873,Fayetteville,NY,13066,US,"$68,510 ",3,Saodom Corporation
521,Unknown,OH,45040,US,"$68,419 ",3,Qvo-lam Incorporated
589,Rochester,MN,Unknown,US,"$68,371 ",3,tintouch Inc.
971,Commerce city,CO,80022,US,"$67,915 ",3,Tondrill Inc.
1450,Unknown,MO,64113,US,"$67,798 ",3,Quotax LLC
1097,New York city,NY,10011,US,"$67,274 ",3,inchtaxon Inc.
1044,Ensenada,Unknown,,MX,"$66,733 ",3,Runlane Inc.
983,Unknown,Unknown,22226,MX,"$66,706 ",3,Transdexon LLC
1214,Unknown,MI,Unknown,US,"$66,064 ",3,Singlelax LLC
1045,Amherst,WI,Unknown,US,"$66,004 ",3,Dongelectronics Corporation
900,Unknown,IA,52402,US,"$65,939 ",3,Apanlam Corporation
858,Unknown,Unknown,22350,MX,"$65,752 ",3,Fixtech Corporation
982,Unknown,OK,74012,US,"$65,362 ",3,Dandofax Corporation
1514,Carlsbad,CA,92008,US,"$65,320 ",3,Suncom Corporation
537,Ensenada,Unknown,22840,MX,"$65,310 ",3,Gravegreen Inc.
1666,Wilmington,DE,19806,US,"$64,993 ",3,Singleex Incorporated
2973,Unknown,IL,Unknown,US,"$64,947 ",3,Trippleing Corporation
1989,Newark,DE,19711,US,"$63,734 ",3,Xx-sanlux Incorporated
637,Unknown,IA,50309,US,"$63,450 ",3,Spanelectronics Incorporated
659,New York city,NY,10166,US,"$62,688 ",3,Islamzap LLC
354,Unknown,Unknown,Unknown,MX,"$62,681 ",3,Technoplus LLC
1037,Buford,GA,30518,US,"$62,293 ",3,Lamity Corporation
990,Holland,OH,43528,US,"$62,086 ",3,Blacktom Inc.
856,Ensenada,Unknown,22810,MX,"$61,599 ",3,Tamzap LLC
240,Unknown,SD,57104,US,"$61,454 ",3,J-dox LLC
135,Unknown,Unknown,22610,MX,"$61,434 ",3,Solomeddox Inc.
220,Unknown,CA,90670,US,"$61,288 ",3,Lotlane Incorporated
1130,Unknown,CA,90670,US,"$61,142 ",3,Sololab LLC
915,Unknown,OH,45040,US,"$61,125 ",3,Codehigh Inc.
1021,Unknown,Unknown,22620,MX,"$60,758 ",3,Damlam Inc.
415,Unknown,NC,27312,US,"$60,482 ",3,nimace Inc.
1971,Mainville,OH,45039,US,"$60,157 ",3,Hat-texon LLC
1437,Unknown,CO,80903,US,"$60,148 ",3,Vivastrip Incorporated
2998,Hampden,CT,Unknown,US,"$59,716 ",3,Lexi-lane Corporation
2934,Unknown,CA,90740,US,"$59,570 ",3,Tripplequote Corporation
383,Somerset,NJ,Unknown,US,"$59,459 ",3,Hatmedia Inc.
1942,Unknown,OK,73083,US,"$59,286 ",3,movedox Incorporated
1103,Unknown,CA,91710,US,"$58,739 ",3,Funelectronics Corporation
587,Unknown,Unknown,22116,MX,"$58,582 ",3,damfan Incorporated
889,Unknown,IL,60047,US,"$58,579 ",3,Viazoom Incorporated
655,Unknown,IL,60601,US,"$58,468 ",3,Retamtrans LLC
518,Unknown,MT,59102,US,"$58,116 ",3,ranklux Corporation
1029,Unknown,CA,21230,MX,"$57,570 ",3,Zoomcan LLC
471,Unknown,CA,Unknown,US,"$57,414 ",3,Conzamice LLC
1139,Unknown,IN,46902,US,"$57,293 ",3,Gravelane Incorporated
1678,Unknown,TX,75204,US,"$57,036 ",3,Opedontone Inc.
350,Unknown,IL,60693,US,"$56,372 ",3,Ganjatech Corporation
584,Unknown,Unknown,21010,MX,"$56,356 ",3,Tonzap Incorporated
1150,Reno,NV,75462,US,"$56,314 ",3,Damfase LLC
302,Unknown,Unknown,Unknown,MX,"$56,303 ",3,Istalam Incorporated
205,Unknown,IN,Unknown,US,"$56,096 ",3,Redonhigh Incorporated
574,Short Hills,NJ,Unknown,US,"$56,071 ",3,Vivaline Inc.
1117,Westmont,IL,Unknown,US,"$55,931 ",3,U-trans Corporation
519,Unknown,IA,52356,US,"$55,909 ",3,Drilltouch Inc.
467,Unknown,MN,55987,US,"$55,697 ",3,Scotace Corporation
361,Ensenada,CA,Unknown,MX,"$55,520 ",3,Biosilbam LLC
269,Buffalo,NY,14203,US,"$55,513 ",3,Kinex Corporation
446,Unknown,OH,Unknown,US,"$55,062 ",3,Movehotlam Incorporated
2752,Unknown,TX,79118,US,"$54,800 ",3,Instreet Corporation
1076,Unknown,Unknown,Unknown,MO,"$53,858 ",3,Zimzim Corporation
952,San Jose,CA,95124,US,"$53,795 ",3,duoace Inc.
344,Unknown,Unknown,Unknown,MX,"$53,734 ",4,Lotholdings Corporation
978,Unknown,Unknown,,TW,"$53,681 ",4,Rantone Incorporated
2251,Chula Vista,CA,91914,US,"$53,563 ",4,Conholding Incorporated
1423,Unknown,CA,Unknown,US,"$53,529 ",4,Daltfind Incorporated
416,Unknown,UT,84010,US,"$53,505 ",4,dondax Incorporated
1561,Unknown,IN,46202,US,"$53,375 ",4,Daltzap Incorporated
2208,Washington,DC,20006,US,"$53,246 ",4,Goldtechno LLC
133,Peyton,CO,80831,US,"$53,167 ",4,canfax Incorporated
2119,Unknown,PA,Unknown,US,"$52,973 ",4,Duo-lane Incorporated
905,Unknown,MN,55303,US,"$52,798 ",4,Sublex Incorporated
569,Unknown,IL,60673,US,"$52,599 ",4,Intech Incorporated
1093,Unknown,Unknown,,TW,"$52,499 ",4,Medtechi Corporation
1086,Unknown,IA,52002,US,"$52,350 ",4,Tinis Inc.
1160,Unknown,IL,Unknown,US,"$52,113 ",4,itbam Inc.
634,Ensenada,Unknown,Unknown,MX,"$51,588 ",4,Sonvivadax Incorporated
2905,Unknown,TX,Unknown,US,"$51,551 ",4,Freeflex LLC
1788,East Rutherford,NJ,Unknown,US,"$51,326 ",4,Waretech Incorporated
106,Unknown,TX,77027,US,"$51,213 ",4,Tristechi Inc.
1100,Unknown,IN,46280,US,"$51,196 ",4,Physgreen Inc.
130,Unknown,Unknown,Unknown,MX,"$51,152 ",4,sumtrax Inc.
2945,Boulder,CO,80301,US,"$51,078 ",4,Streetmedia Inc.
290,Ensenada,Unknown,Unknown,MX,"$51,069 ",4,Solo-high Incorporated
1364,Unknown,NJ,Unknown,US,"$50,879 ",4,Mediaware Corporation
1970,Unknown,WA,98119,US,"$50,850 ",4,Silverstreet Inc.
291,Ensenada,Unknown,Unknown,MX,"$50,660 ",4,Tres-lax LLC
1977,Bowling Green,KY,42104,US,"$50,552 ",4,Sunfix LLC
1786,Mansfield,TX,76063,US,"$50,218 ",4,Blackplus Inc.
1393,Unknown,CA,95014,US,"$50,029 ",4,Mathcorporation Incorporated
1943,Austin,TX,78759,US,"$50,000 ",4,Ronqvotech Incorporated
2440,Unknown,WI,53202,US,"$50,000 ",4,Spanstrip Incorporated
2767,Unknown,CA,92649,US,"$49,702 ",4,d-fase Inc.
891,Unknown,Unknown,22535,MX,"$49,687 ",4,Flextechi Corporation
551,Mexico,Unknown,Unknown,MX,"$49,516 ",4,Randax Inc.
2594,Unknown,Unknown,Unknown,CA,"$49,500 ",4,Zoodex Corporation
2398,Unknown,KY,40299,US,"$49,264 ",4,Conelane Incorporated
445,Unknown,Unknown,21240,MX,"$49,136 ",4,Dingjob Incorporated
1169,Unknown,CA,91711,US,"$49,073 ",4,Triobam Inc.
1798,Unknown,IN,46703,US,"$49,024 ",4,Codezone Inc.
194,Valencia,CA,91355,US,"$48,840 ",4,Solzoom LLC
263,Los Angeles,CA,90040,US,"$48,768 ",4,Overdublax Corporation
9,Unknown,AZ,85281,US,"$48,746 ",4,treecore LLC
1312,Port Washington,NY,11050,US,"$48,350 ",4,J-fan Inc.
1774,Unknown,CA,92806,US,"$48,172 ",4,Matcorporation Inc.
1020,Unknown,CO,80907,US,"$48,002 ",4,Roundbam LLC
253,Denver,CO,80222,US,"$47,888 ",4,nimfix Inc.
2940,Unknown,CO,80918,US,"$47,450 ",4,Ranstreet Corporation
1831,Unknown,CA,92231,US,"$47,304 ",4,Freshdox Corporation
2948,Commerce city,CO,Unknown,US,"$47,103 ",4,Damtechnology Incorporated
1243,Unknown,Unknown,,CA,"$46,800 ",4,Zapdrill LLC
610,Unknown,CO,80920,US,"$46,776 ",4,Linetechnology LLC
1473,Unknown,MN,55455,US,"$46,350 ",4,Dongnix Incorporated
345,Ensenada,CA,Unknown,MX,"$46,267 ",4,Triohouse Inc.
1451,Unknown,MI,48334,US,"$46,084 ",4,Daltstreet Incorporated
809,Unknown,PA,19067,US,"$45,957 ",4,Zapbam Incorporated
883,Unknown,IN,46202,US,"$45,711 ",4,Hayla Incorporated
1158,Unknown,OR,97015,US,"$45,421 ",4,zoomice LLC
203,Unknown,Unknown,Unknown,MX,"$45,342 ",4,Temptechi Corporation
249,Orange,CA,92865,US,"$45,328 ",4,Treecane LLC
852,Ensenada,Unknown,Unknown,MX,"$45,229 ",4,funmedia LLC
958,Unknown,TX,77065,US,"$45,208 ",4,Meddexon Inc.
2533,Holland,MI,49423,US,"$45,075 ",4,Villalux LLC
228,Unknown,GA,30092,US,"$44,889 ",4,Mathnix Incorporated
859,La Hacienda,CA,Unknown,MX,"$44,884 ",4,zunfan Corporation
2511,Unknown,GA,30092,US,"$44,876 ",4,Jobelectrics Corporation
1445,Unknown,PA,16066,US,"$44,821 ",4,Greentom Incorporated
1278,Unknown,Unknown,,CN,"$44,481 ",4,Linesanice Inc.
980,Unknown,Unknown,22240,MX,"$44,293 ",4,Ontostrip LLC
1039,Unknown,MN,55014,US,"$44,192 ",4,Spancane Inc.
51,Unknown,TX,76513,US,"$43,899 ",4,Andex Inc.
1974,Austin,TX,78746,US,"$43,875 ",4,redplanet LLC
427,Unknown,CO,80907,US,"$43,761 ",4,Fasecane Corporation
684,Unknown,UT,84115,US,"$43,549 ",4,E-com LLC
357,Unknown,Unknown,Unknown,MX,"$43,172 ",4,Faxcan Corporation
1821,Austin,TX,78731,US,"$43,160 ",4,Sail-can LLC
2584,New York city,NY,10004,US,"$42,594 ",4,is-care Inc.
849,Unknown,MO,Unknown,US,"$42,341 ",4,u-lex Inc.
3028,Reno,NV,89521,US,"$42,250 ",4,Fasezimnix LLC
2308,Monterey,Unknown,6460,MX,"$42,030 ",4,dalttone Inc.
563,Unknown,IN,Unknown,US,"$41,970 ",4,Zoofix LLC
620,Ensenada,Unknown,Unknown,MX,"$41,803 ",4,Quadway Corporation
2,Fremont,CA,94538,US,"$41,739 ",4,Faxbam Inc.
2994,Clinton,CT,Unknown,US,"$41,598 ",4,Santripcon Incorporated
1151,Petersburg,FL,33716,US,"$41,565 ",4,Singlefase Corporation
568,Unknown,Unknown,Unknown,MX,"$41,496 ",4,Unoice Incorporated
1777,San Antonio,TX,Unknown,US,"$41,368 ",4,Toughdrill Incorporated
211,Ensenada,Unknown,22830,MX,"$41,359 ",4,Quadelectronics Corporation
1115,Unknown,Unknown,Unknown,MX,"$41,274 ",4,Keyjob LLC
70,Unknown,IL,Unknown,US,"$41,081 ",4,Treecode Corporation
1444,Arlington,TX,76001,US,"$40,590 ",4,Overware Inc.
93,Unknown,CA,Unknown,US,"$40,373 ",4,Apdom Incorporated
1406,Columbus,OH,43219,US,"$40,343 ",4,Tanjob Corporation
33,Ensenada,Unknown,Unknown,MX,"$40,122 ",4,Hayplex Corporation
2901,Washington,DC,20004,US,"$39,882 ",4,Icetrans Corporation
1279,Unknown,Unknown,Unknown,MX,"$39,734 ",4,Overdexon Inc.
1391,Unknown,Unknown,Unknown,CA,"$39,711 ",4,Ventocom Inc.
63,Unknown,MA,Unknown,US,"$39,460 ",4,apzone Incorporated
2245,Unknown,IL,Unknown,US,"$39,211 ",4,Whitedox LLC
1424,Reston,VA,20190,US,"$38,880 ",4,Stanfind Inc.
2069,Unknown,IN,46825,US,"$38,879 ",4,Quotechnology Inc.
1969,Unknown,Unknown,Unknown,CA,"$38,750 ",4,J-zoztexon Incorporated
1233,Freeport,IL,61032,US,"$38,382 ",4,Siliconlane Corporation
486,Lake City,UT,84101,US,"$38,315 ",4,Opecone LLC
1655,East Hartford,CT,Unknown,US,"$38,201 ",4,Zaamlax Incorporated
447,Rockford,IL,Unknown,US,"$38,089 ",4,Laneholdings Incorporated
2277,Englewood,CO,80112,US,"$37,975 ",4,Sumlax Corporation
625,Trevose,PA,19053,US,"$37,720 ",4,Soldinjob Corporation
1369,Unknown,IN,47112,US,"$37,383 ",4,Itcanity Inc.
1431,Unknown,CA,92630,US,"$37,376 ",4,Ventozim Incorporated
353,Unknown,CA,95050,US,"$37,163 ",4,Icela Inc.
275,Unknown,Unknown,,US,"$37,141 ",4,Tantechno Inc.
1820,York,PA,17406,US,"$37,000 ",4,Streettrax Inc.
558,Denver,CO,80221,US,"$36,955 ",4,x-drill LLC
2907,Unknown,OH,Unknown,US,"$36,853 ",4,Stripzim Incorporated
359,Unknown,IL,Unknown,US,"$36,850 ",4,Incorporation Inc.
57,Unknown,CO,80915,US,"$36,841 ",4,stimelectronics LLC
1537,Unknown,Unknown,22205,MX,"$36,790 ",4,Tantex Inc.
